#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <prior id="lambdaPrior.rep1" name="distribution">
#            <parameter id="lambda" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.01</parameter>
#            <OneOnX id="OneOnX.2" name="distr"/>
#        </prior>
#        <distribution id="snapprior.rep1" lambda="@lambda" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <tree clusterType="upgma" id="Tree.rep1" nodetype="snap.NodeData" spec="beast.util.ClusterTree">
#                <taxa dataType="integerdata" id="snap.rep1" spec="snap.Data">
#                    <taxonset id="8" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="MLZ23076" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MLZ23077" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="3" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="MLZ24116" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MLZ24118" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="1" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="MLZ26984" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MLZ26978" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="6" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="MLZ30408" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MLZ30415" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="7" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="MLZ41271" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MLZ41050" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="4" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="MLZ55366" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MLZ55361" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="5" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="MLZ57707" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MLZ57701" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="2" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="MVZ122217" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="MVZ122219" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#        <prior id="uPrior.rep1" name="distribution">
#            <parameter id="u" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.4" name="distr"/>
#        </prior>
#        <prior id="vPrior.rep1" name="distribution">
#            <parameter id="v" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.5" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@snap.rep1" id="treeLikelihood.rep1" non-polymorphic="false" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.rep1">
#            <siteModel id="MutationSiteModel.rep1" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" mutationRateU="@u" mutationRateV="@v" spec="snap.likelihood.SnapSubstitutionModel"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	u	v	theta0	theta1	theta2	theta3	theta4	theta5	theta6	theta7	theta8	theta9	theta10	theta11	theta12	theta13	theta14	TreeHeightLogger
0	-26440.43483397784	-25643.24441382677	-797.190420151068	1.0	1.0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	6.0E-10
1000	-24013.800458790545	-23244.775153596907	-769.0253051936364	21.123807444666554	0.5121219130207042	0.1324612625282575	0.04856314762317927	0.07180637212050531	0.060406304401560335	0.10697173790762704	0.06780394187285545	0.11398562519213935	0.05186925634633872	0.1180183920565291	0.03395874626186739	0.0591578763388608	0.11074723720553459	0.04218032163674658	0.11033281380937797	0.2993214514820114	0.0020284548159612164
2000	-23899.511477056112	-23166.913364941996	-732.5981121141157	20.92874159506536	0.5122376603001522	0.11747117915296218	0.1085911310833852	0.14093770724420368	0.04989893676405862	0.031045806811394093	0.10887258137609249	0.08575551122676768	0.09241459618203351	0.24624146891453635	0.10220810826174563	0.12678693560982357	0.09535252886004478	0.13935423816441056	0.12076347704678699	0.2608563309181613	0.003354155465537322
3000	-23891.80782946839	-23163.480349019923	-728.327480448469	22.195524768545358	0.5115231137604219	0.0820313686829254	0.12140782180876097	0.12937658336044397	0.043509795711689794	0.04281351561307765	0.10039963279663189	0.09247672125482971	0.09179463949290054	0.14790452220878755	0.11393314279006106	0.0802364051744621	0.15913823949300548	0.1238957123684824	0.17473798385851996	0.24625175005178884	0.0038257959503644155
4000	-23878.34096566171	-23159.2932076844	-719.0477579773102	24.8449112915566	0.5102690865046079	0.1420170210093621	0.11012821858991598	0.14421317005271675	0.08100035851476167	0.052974548040768885	0.12018909822640003	0.1046841062080186	0.10780926108831453	0.15341046351538357	0.16717210382439807	0.11998207696597228	0.16271721074123938	0.0998188547936623	0.16443555752060568	0.18760576701435833	0.004004291675782024
5000	-23881.860589107026	-23157.08259718022	-724.7779919268065	24.989919207166256	0.5102082819418549	0.15669520069839324	0.09806911461605428	0.09470398076039484	0.058522653963833604	0.07297528729623452	0.14879555889599633	0.07619713104217878	0.08881967289683408	0.10327241813439339	0.0882406280242142	0.10137339517960094	0.19971905118827998	0.08895631077159195	0.1913089261635937	0.20885299567801038	0.004028698266524374
6000	-23879.49715896754	-23154.412665533953	-725.0844934335887	23.6868038853502	0.5107819948465582	0.1258363471015484	0.07429300109171809	0.10829850699077787	0.05641656270055518	0.04509500592350161	0.0863894264159989	0.08115880776548234	0.06813987497500236	0.1274723236738334	0.10972062830549392	0.10556682355267073	0.16701366740833443	0.09394841672596828	0.17668974137933227	0.2199529545935375	0.0033206797577377952
7000	-23886.11289593333	-23157.367409120627	-728.745486812703	23.403792185357517	0.5109152230327966	0.10511295592608098	0.0587220431625726	0.11067797405702763	0.06578417180157536	0.052816853349125746	0.13205819343425274	0.09357204204306854	0.08329514957974499	0.11207889629561069	0.14125962565399722	0.043343131093048916	0.17504605920208344	0.08747308844931807	0.14684777558663883	0.22358093932394135	0.00392846411812672
8000	-23884.62306724866	-23157.701990412294	-726.9210768363668	23.889894527317686	0.5106883765426141	0.10299897451688367	0.08379780854015154	0.09719514405674147	0.0756112641715885	0.038246403858549015	0.14719448742781846	0.1703619844482964	0.07980436465762047	0.1841452793476349	0.17853683723507255	0.1409515631400224	0.10793363795574187	0.11728247507224313	0.14458264105773164	0.21001122744666914	0.003930514661743879
9000	-23896.69744171357	-23163.7355790638	-732.9618626497739	23.430678754804454	0.5109024247678503	0.10246542364687586	0.07959591355298914	0.08819895991968403	0.05973809793752689	0.03220409958802708	0.08205075806627561	0.05308661624816092	0.08342329333040209	0.09823283493971009	0.08451803426047107	0.064801186214473	0.06467296250062933	0.11902047608602148	0.1532386164777469	0.22631894203176528	0.0028268065973493053
10000	-23883.496661945297	-23155.62047787987	-727.8761840654242	29.78334878429525	0.5085372749490343	0.1207010757645316	0.06289364117327481	0.08563641390632314	0.06234705530572924	0.024472605938763003	0.10192374968863673	0.09567027012622212	0.07122911740086808	0.09500061040148965	0.13528066567064803	0.154682173422743	0.1267234562105808	0.07290351632411811	0.09728944452463538	0.19513190233034255	0.002629246600647289
11000	-23888.99465543399	-23161.65680057437	-727.3378548596222	28.81577346178498	0.5088290012751161	0.12776920391560467	0.08852806718016215	0.06456834368603544	0.06845584111513069	0.04385502327116387	0.13359650951910407	0.11768503021402875	0.06907850387177733	0.11531115010366383	0.0611704152790997	0.08785521669525918	0.2275709363288138	0.07769194847910153	0.15088824643782883	0.15835731541332881	0.004266645730300238
12000	-23892.7211780799	-23156.624240696998	-736.0969373829021	28.81577346178498	0.5088290012751161	0.08543878746371421	0.06480759339782588	0.06724181571249625	0.047919632388338705	0.038752343063979344	0.1327136940320984	0.12371335082857368	0.049607712506228835	0.09445118408405433	0.08698146131325299	0.04973514923869344	0.2179540583958853	0.11220520598475231	0.17874959420662256	0.17812887556885149	0.0038390148289121325
13000	-23886.062075056627	-23160.17398040242	-725.8880946542096	28.81577346178498	0.5088290012751161	0.17043787843950223	0.052665698095814735	0.07833926423802756	0.07570421687890297	0.04440805552711528	0.0742724098724524	0.08580826236354774	0.0748841859106184	0.12006174084739271	0.11888632000303155	0.1391994644778682	0.14064844304935611	0.07611592088559774	0.09800501490437827	0.19124421430803248	0.00322197334830582
14000	-23881.207363463243	-23160.546114012177	-720.6612494510669	28.81577346178498	0.5088290012751161	0.1287923666029404	0.08018516829522314	0.076488650999454	0.11123190426952452	0.04551302564632321	0.08421794766834945	0.08047585280372585	0.07405089082753905	0.09304811463300498	0.11245219734611912	0.10224129731023539	0.1691799193895783	0.07996169663566087	0.14931986632567346	0.1665204681887273	0.003534678133627686
15000	-23879.870925155465	-23154.164187109043	-725.7067380464208	28.05642150806117	0.5090722955419617	0.10990969819685796	0.08295773967378753	0.07943653426329535	0.07757062244197531	0.03223632523194939	0.11465213072807197	0.10253024614970366	0.055582486367213114	0.10871339872612205	0.0861893941019548	0.09759322843208634	0.16887088786986315	0.10219047258569812	0.18256081042131456	0.17862822437892567	0.0037748350518081713
16000	-23886.3711695714	-23159.85231894927	-726.5188506221317	28.05642150806117	0.5090722955419617	0.16343080177352598	0.09364638184122114	0.09586034429090115	0.0552105446084628	0.03735142227613403	0.10732289184384147	0.09532442936369762	0.1809342175341214	0.09502202663771789	0.08294036927409212	0.10288835569623855	0.14901144123664198	0.07212789362050773	0.19454750637394788	0.18686325170491971	0.003295659312275418
17000	-23883.409862029854	-23158.79291124317	-724.616950786683	25.019676403954193	0.5101958931219697	0.10241791233125754	0.06105205200731001	0.07891283852941233	0.059351165561447095	0.05276634332902425	0.1303320665958661	0.11024767636544573	0.09167148480143479	0.10781083247150484	0.07603097161774976	0.13169517268939349	0.15595711391118772	0.0884744940092239	0.1610611634812558	0.2014966082954823	0.0035450934313221334
18000	-23886.194449333092	-23163.903270831765	-722.2911785013264	25.019676403954193	0.5101958931219697	0.15040604421241185	0.09336564480519068	0.07558033757804256	0.14159598424337777	0.07942194807625602	0.11215925382304767	0.09883462678686722	0.05396626482636801	0.10867053283128067	0.09185378842429377	0.08693333263942146	0.22057974714944717	0.12345075490728731	0.1336748972082419	0.185774289457716	0.004243106760279129
19000	-23889.196913614647	-23157.04356298031	-732.1533506343352	25.79886313081558	0.5098818669719385	0.11919688344461177	0.0664291523645693	0.06819244257641138	0.05415467970880254	0.047298363506983486	0.16260296741733976	0.09469072735711986	0.05243392664918903	0.06626896243130487	0.090819952723189	0.12591070931749956	0.1801667396971213	0.08081388371899864	0.16086874382024002	0.22646537436262487	0.0037310743896780906
20000	-23883.432827733584	-23161.560998188954	-721.8718295446298	25.79886313081558	0.5098818669719385	0.12840973480161225	0.050020197665185125	0.12277765242901743	0.09897281802580157	0.06657206799620836	0.1132608087662171	0.09414827759068002	0.1036218220319243	0.18530221787059786	0.10920670515555683	0.13625882462662778	0.21244771276712435	0.12351903719308534	0.14775842788018995	0.18167713964180038	0.0043175360020640255
21000	-23882.021724364677	-23161.87340363745	-720.1483207272238	25.65510281433593	0.5099383414110924	0.11440288319641174	0.07184679132165588	0.12128578304583887	0.05812064384030379	0.07606767373475906	0.10853779300937616	0.14258917977669097	0.11967836556272266	0.1884176629083606	0.1150437141573164	0.13611261635634403	0.12555612154384288	0.11252993005787419	0.15669361523546316	0.20178764827829762	0.004383203248055715
22000	-23887.667876687003	-23163.358640319333	-724.3092363676683	26.865465492808102	0.5094821007453175	0.10838745609247827	0.046587656188094954	0.06985483649113833	0.03862861486026254	0.0627350563193168	0.1461907358290461	0.11054533611087644	0.10726480111157517	0.11850876614086932	0.14309144769642662	0.12331644135173608	0.10246524095961637	0.09976273455766743	0.11485506236498631	0.18989260519302603	0.0030148632098751862
23000	-23884.06723021429	-23160.688321252645	-723.3789089616429	26.865465492808102	0.5094821007453175	0.13910488998924117	0.07342218112955624	0.06612745665437826	0.049798998361288205	0.048233307890495326	0.10574581498169025	0.07533014470281606	0.08949875186486007	0.10073335744200833	0.11887247880377662	0.1131063575244478	0.12334404096812697	0.08235912568974794	0.09807663117643958	0.2225941122043638	0.002609444709001794
24000	-23882.662822620307	-23160.1866845768	-722.4761380435054	26.865465492808102	0.5094821007453175	0.16639276282678409	0.06555355563827367	0.07215450236813996	0.062231484222995924	0.06400894403297831	0.13247613143880171	0.07414194339644854	0.08517013746591365	0.10980928597502988	0.07276447965581094	0.16283040052215755	0.08550203635863984	0.11981220640799181	0.1347838136902516	0.18159582638412194	0.003358398767061132
25000	-23884.542653930643	-23162.86533842593	-721.6773155047118	27.184987030327072	0.5093685636689979	0.14155322414589244	0.07428178778223997	0.06816825796627517	0.08003092731243142	0.048901878605764566	0.12586256527445358	0.10895529367100353	0.06937903134033861	0.1058247806759906	0.09846409024812008	0.06658385057095223	0.10424170698670666	0.1066553811222778	0.12410568007895714	0.18159582638412194	0.0031958419651061535
26000	-23882.647972404695	-23161.88333591485	-720.7646364898468	25.343616698940643	0.5100629470752808	0.2011894474597048	0.09116428565875528	0.11034033283755268	0.07424823256814063	0.06199979848557328	0.09683807856221051	0.07801453754275854	0.10638184071941223	0.1619367649918993	0.08244863847563517	0.09714090072995847	0.09883738839009155	0.1121645474045209	0.09475121029830769	0.2070514454325491	0.003203310003816234
27000	-23887.49601749869	-23168.232236731455	-719.2637807672374	25.343616698940643	0.5100629470752808	0.09353771768070668	0.07232827305348385	0.10554197747309707	0.07420087128888952	0.08577083728040975	0.13896141496685072	0.10365452854801163	0.1455529407613595	0.18556813699007477	0.19108602038334316	0.12559574728497055	0.10603557150595834	0.10469694749896023	0.09556160622454671	0.19654827120222387	0.003461173401932264
